DrugID,DiseaseID
DB00394,MESH:C563515
DB01042,MESH:C563515
DB01169,MESH:C563614
DB09130,MESH:C563739
DB14487,MESH:C563739
DB00479,MESH:C564013
DB00994,MESH:C564013
DB01172,MESH:C564013
DB01593,MESH:C564286
DB02709,MESH:C564616
DB09073,MESH:C564777
DB00515,MESH:C564777
DB00541,MESH:C564945
DB03843,MESH:C564945
DB01229,MESH:C564945
DB06774,MESH:C564945
DB08828,MESH:C565579
DB00741,MESH:C565662
DB09130,MESH:C565846
DB00104,MESH:C566417
DB00550,MESH:C566454
DB14500,MESH:C566627
DB09130,MESH:C566627
DB01592,MESH:C566627
DB01593,MESH:C566627
DB06757,MESH:C566627
DB14513,MESH:C566627
DB14574,MESH:C566627
DB09130,MESH:C566858
DB00653,MESH:C567144
DB01759,MESH:C572845
DB00201,MESH:C572845
DB01582,MESH:C572845
DB05382,MESH:C572845
DB06150,MESH:C572845
DB00763,MESH:C572845
DB00398,MESH:C572845
DB01174,MESH:C572845
DB00531,MESH:C574275
DB00907,MESH:D000006
DB00584,MESH:D000006
DB00951,MESH:D000006
DB01233,MESH:D000006
DB02709,MESH:D000007
DB00675,MESH:D000008
DB00605,MESH:D000008
DB01676,MESH:D000013
DB06732,MESH:D000013
DB09140,MESH:D000013
DB12179,MESH:D000013
DB00730,MESH:D000013
DB00898,MESH:D000013
DB13721,MESH:D000013
DB11128,MESH:D000013
DB01168,MESH:D000013
DB00550,MESH:D000013
DB00668,MESH:D000013
DB00307,MESH:D000013
DB00313,MESH:D000013
DB01181,MESH:D000013
DB00347,MESH:D000013
DB01033,MESH:D000013
DB00531,MESH:D000013
DB00158,MESH:D000013
DB11421,MESH:D000013
DB08604,MESH:D000013
DB04572,MESH:D000013
DB00252,MESH:D000013
DB02806,MESH:D000013
DB00523,MESH:D000013
DB09130,MESH:D000013
DB00541,MESH:D000013
DB00755,MESH:D000013
DB11155,MESH:D000013
DB09256,MESH:D000013
DB00977,MESH:D000013
DB13182,MESH:D000013
DB13424,MESH:D000013
DB01914,MESH:D000013
DB09536,MESH:D000013
DB00400,MESH:D000013
DB12224,MESH:D000013
DB00888,MESH:D000013
DB00811,MESH:D000013
DB14085,MESH:D000013
DB00564,MESH:D000013
DB00993,MESH:D000013
DB01645,MESH:D000013
DB13765,MESH:D000013
DB00205,MESH:D000013
DB00682,MESH:D000014
DB00267,MESH:D000014
DB00584,MESH:D000014
DB01234,MESH:D000014
DB00898,MESH:D000014
DB02901,MESH:D000014
DB01008,MESH:D000014
DB00617,MESH:D000014
DB01577,MESH:D000014
DB00987,MESH:D000014
DB14144,MESH:D000014
DB00694,MESH:D000014
DB00242,MESH:D000014
DB11135,MESH:D000014
DB00321,MESH:D000014
DB11458,MESH:D000014
DB00158,MESH:D000014
DB00783,MESH:D000014
DB00438,MESH:D000014
DB01373,MESH:D000014
DB04557,MESH:D000014
DB00982,MESH:D000014
DB00554,MESH:D000014
DB00715,MESH:D000014
DB00162,MESH:D000014
DB11326,MESH:D000014
DB01676,MESH:D000014
DB01156,MESH:D000014
DB00333,MESH:D000014
DB00316,MESH:D000014
DB01413,MESH:D000014
DB13682,MESH:D000014
DB01115,MESH:D000014
DB00688,MESH:D000014
DB00313,MESH:D000014
DB00201,MESH:D000014
DB00502,MESH:D000014
DB06774,MESH:D000014
DB14085,MESH:D000014
DB01388,MESH:D000014
DB00489,MESH:D000014
DB13323,MESH:D000014
DB01159,MESH:D000014
DB00184,MESH:D000014
DB00493,MESH:D000014
DB02806,MESH:D000014
DB09061,MESH:D000014
DB13504,MESH:D000014
DB00904,MESH:D000014
DB00945,MESH:D000014
DB08604,MESH:D000014
DB08846,MESH:D000014
DB00279,MESH:D000014
DB00389,MESH:D000014
DB01174,MESH:D000014
DB00926,MESH:D000014
DB14177,MESH:D000014
DB00907,MESH:D000014
DB14084,MESH:D000014
DB01005,MESH:D000014
DB00531,MESH:D000014
DB00291,MESH:D000014
DB13716,MESH:D000014
DB00470,MESH:D000014
DB00515,MESH:D000014
DB01050,MESH:D000014
DB00871,MESH:D000014
DB00252,MESH:D000014
DB00564,MESH:D000014
DB01041,MESH:D000014
DB01242,MESH:D000014
DB00196,MESH:D000014
DB04216,MESH:D000014
DB09350,MESH:D000014
DB00255,MESH:D000014
DB01645,MESH:D000014
DB00698,MESH:D000014
DB00795,MESH:D000014
DB00997,MESH:D000014
DB00608,MESH:D000014
DB00475,MESH:D000014
DB01026,MESH:D000014
DB00468,MESH:D000014
DB00916,MESH:D000014
DB00433,MESH:D000014
DB14509,MESH:D000014
DB00182,MESH:D000014
DB03604,MESH:D000014
DB00661,MESH:D000014
DB00977,MESH:D000014
DB12521,MESH:D000014
DB01092,MESH:D000014
DB09140,MESH:D000014
DB00635,MESH:D000014
DB00481,MESH:D000014
DB00929,MESH:D000014
DB00755,MESH:D000014
DB12537,MESH:D000014
DB00495,MESH:D000014
DB00347,MESH:D000014
DB06710,MESH:D000014
DB01394,MESH:D000014
DB08878,MESH:D000014
DB00763,MESH:D000014
DB00295,MESH:D000014
DB03940,MESH:D000014
DB04827,MESH:D000014
DB01783,MESH:D000014
DB02249,MESH:D000014
DB00819,MESH:D000014
DB00928,MESH:D000014
DB00822,MESH:D000014
DB02365,MESH:D000014
DB13245,MESH:D000014
DB00563,MESH:D000014
DB13716,MESH:D000015
DB12521,MESH:D000015
DB06757,MESH:D000015
DB14212,MESH:D000015
DB13336,MESH:D000015
DB00755,MESH:D000015
DB08878,MESH:D000015
DB00794,MESH:D000015
DB14001,MESH:D000015
DB00586,MESH:D000015
DB01097,MESH:D000015
DB04539,MESH:D000015
DB11155,MESH:D000015
DB02745,MESH:D000015
DB00929,MESH:D000015
DB00531,MESH:D000015
DB00347,MESH:D000015
DB14085,MESH:D000015
DB00480,MESH:D000015
DB00162,MESH:D000015
DB00514,MESH:D000015
DB00907,MESH:D000015
DB00982,MESH:D000015
DB04557,MESH:D000015
DB13245,MESH:D000015
DB00242,MESH:D000015
DB00783,MESH:D000015
DB01174,MESH:D000015
DB00563,MESH:D000015
DB09130,MESH:D000015
DB00252,MESH:D000015
DB01041,MESH:D000015
DB00201,MESH:D000015
DB00619,MESH:D000015
DB00564,MESH:D000015
DB00313,MESH:D000015
DB00459,MESH:D000015
DB09131,MESH:D000015
DB00619,MESH:D000022
DB01033,MESH:D000022
DB07778,MESH:D000022
DB00834,MESH:D000022
DB00982,MESH:D000022
DB12708,MESH:D000022
DB04657,MESH:D000022
DB13424,MESH:D000022
DB00907,MESH:D000022
DB01645,MESH:D000022
DB06754,MESH:D000022
DB00929,MESH:D000022
DB00917,MESH:D000022
DB00255,MESH:D000022
DB04183,MESH:D000022
DB11397,MESH:D000022
DB01109,MESH:D000022
DB00331,MESH:D000022
DB00787,MESH:D000022
DB00203,MESH:D000026
DB00378,MESH:D000033
DB00396,MESH:D000034
DB00907,MESH:D000037
DB01577,MESH:D000037
DB01174,MESH:D000037
DB00684,MESH:D000038
DB00477,MESH:D000038
DB00829,MESH:D000038
DB00916,MESH:D000038
DB00578,MESH:D000038
DB00607,MESH:D000038
DB00415,MESH:D000038
DB00537,MESH:D000038
DB00355,MESH:D000038
DB00438,MESH:D000038
DB09121,MESH:D000038
DB00080,MESH:D000038
DB09117,MESH:D000038
DB03783,MESH:D000038
DB00798,MESH:D000038
DB00274,MESH:D000038
DB01069,MESH:D000038
DB00322,MESH:D000038
DB01603,MESH:D000038
DB00456,MESH:D000038
DB00921,MESH:D000038
DB00512,MESH:D000038
DB01212,MESH:D000038
DB00601,MESH:D000038
DB11105,MESH:D000051
DB00755,MESH:D000051
DB00815,MESH:D000051
DB11094,MESH:D000067404
DB01242,MESH:D000067836
DB01536,MESH:D000067877
DB14085,MESH:D000067877
DB02709,MESH:D000067877
DB14513,MESH:D000067877
DB01370,MESH:D000067877
DB11094,MESH:D000067877
DB08839,MESH:D000067877
DB01593,MESH:D000067877
DB00624,MESH:D000067877
DB03054,MESH:D000067877
DB00279,MESH:D000067877
DB00313,MESH:D000067877
DB04827,MESH:D000067877
DB02502,MESH:D000067877
DB02709,MESH:D000068079
DB00285,MESH:D000068079
DB11457,MESH:D000068079
DB01076,MESH:D000068079
DB00763,MESH:D000068079
DB09270,MESH:D000068079
DB08882,MESH:D000068079
DB00252,MESH:D000068079
DB01119,MESH:D000068079
DB00550,MESH:D000068079
DB11672,MESH:D000070642
DB13716,MESH:D000071056
DB11588,MESH:D000072657
DB01064,MESH:D000072657
DB12510,MESH:D000072657
DB01112,MESH:D000072660
DB00166,MESH:D000072660
DB04539,MESH:D000072660
DB00602,MESH:D000072660
DB00435,MESH:D000072660
DB12025,MESH:D000072660
DB00394,MESH:D000075222
DB00960,MESH:D000075222
DB00381,MESH:D000075222
DB00741,MESH:D000075222
DB00091,MESH:D000075224
DB11695,MESH:D000075322
DB09536,MESH:D000075322
DB00859,MESH:D000075322
DB09321,MESH:D000075322
DB05767,MESH:D000075322
DB14085,MESH:D000075322
DB01370,MESH:D000075322
DB02520,MESH:D000075322
DB00746,MESH:D000075322
DB01592,MESH:D000075322
DB06782,MESH:D000075322
DB09130,MESH:D000075322
DB00515,MESH:D000075322
DB00566,MESH:D000075322
DB01042,MESH:D000075363
DB05294,MESH:D000077192
DB00571,MESH:D000077192
DB00305,MESH:D000077192
DB00515,MESH:D000077192
DB00361,MESH:D000077192
DB01169,MESH:D000077192
DB08865,MESH:D000077192
DB00530,MESH:D000077192
DB00317,MESH:D000077192
DB02709,MESH:D000077192
DB00277,MESH:D000077192
DB00668,MESH:D000077192
DB04827,MESH:D000077192
DB01229,MESH:D000077192
DB00780,MESH:D000077192
DB01645,MESH:D000077192
DB00570,MESH:D000077192
DB00642,MESH:D000077192
DB01248,MESH:D000077192
DB00958,MESH:D000077195
DB00290,MESH:D000077195
DB00544,MESH:D000077195
DB01248,MESH:D000077195
DB00997,MESH:D000077195
DB00026,MESH:D000077195
DB02709,MESH:D000077195
DB11875,MESH:D000077195
DB14183,MESH:D000077195
DB11740,MESH:D000077195
DB00650,MESH:D000077195
DB00563,MESH:D000077195
DB01229,MESH:D000077195
DB00541,MESH:D000077195
DB05294,MESH:D000077195
DB00515,MESH:D000077195
DB01590,MESH:D000077195
DB00530,MESH:D000077195
DB00515,MESH:D000077216
DB00997,MESH:D000077216
DB00531,MESH:D000077216
DB00602,MESH:D000077216
DB00958,MESH:D000077216
DB01234,MESH:D000077216
DB01229,MESH:D000077216
DB00501,MESH:D000077216
DB00283,MESH:D000077216
DB01098,MESH:D000077273
DB00544,MESH:D000077274
DB02709,MESH:D000077274
DB00515,MESH:D000077274
DB01169,MESH:D000077274
DB00361,MESH:D000077277
DB00305,MESH:D000077277
DB00309,MESH:D000077277
DB01593,MESH:D000077277
DB00515,MESH:D000077277
DB01248,MESH:D000077277
DB00544,MESH:D000077277
DB00338,MESH:D000126
DB00945,MESH:D000137
DB00779,MESH:D000137
DB01390,MESH:D000137
DB00907,MESH:D000137
DB00898,MESH:D000138
DB00627,MESH:D000138
DB06767,MESH:D000138
DB01053,MESH:D000138
DB00586,MESH:D000138
DB00224,MESH:D000138
DB14574,MESH:D000138
DB00297,MESH:D000138
DB00887,MESH:D000138
DB01159,MESH:D000138
DB09154,MESH:D000138
DB00668,MESH:D000138
DB00819,MESH:D000138
DB01390,MESH:D000138
DB09322,MESH:D000138
DB00695,MESH:D000138
DB00343,MESH:D000138
DB11397,MESH:D000138
DB00883,MESH:D000138
DB00841,MESH:D000138
DB00521,MESH:D000138
DB00292,MESH:D000138
DB00165,MESH:D000138
DB01362,MESH:D000138
DB01085,MESH:D000138
DB00186,MESH:D000138
DB00945,MESH:D000138
DB00202,MESH:D000138
DB00503,MESH:D000138
DB01242,MESH:D000138
DB00779,MESH:D000138
DB01069,MESH:D000138
DB00197,MESH:D000138
DB00599,MESH:D000138
DB00722,MESH:D000138
DB00987,MESH:D000138
DB00277,MESH:D000138
DB00975,MESH:D000138
DB00761,MESH:D000138
DB00661,MESH:D000138
DB00867,MESH:D000138
DB06724,MESH:D000138
DB01839,MESH:D000138
DB00171,MESH:D000138
DB00818,MESH:D000138
DB00649,MESH:D000138
DB00951,MESH:D000138
DB01356,MESH:D000138
DB00681,MESH:D000138
DB03066,MESH:D000138
DB13366,MESH:D000138
DB01001,MESH:D000138
DB00863,MESH:D000138
DB01236,MESH:D000138
DB00443,MESH:D000138
DB00313,MESH:D000138
DB08957,MESH:D000138
DB00316,MESH:D000138
DB14083,MESH:D000138
DB00152,MESH:D000138
DB00907,MESH:D000138
DB00871,MESH:D000138
DB01181,MESH:D000138
DB00244,MESH:D000138
DB01118,MESH:D000138
DB01213,MESH:D000138
DB00578,MESH:D000138
DB00703,MESH:D000138
DB00573,MESH:D000138
DB00543,MESH:D000138
DB09130,MESH:D000138
DB01603,MESH:D000138
DB00759,MESH:D000138
DB00373,MESH:D000138
DB01016,MESH:D000140
DB00313,MESH:D000140
DB00495,MESH:D000140
DB00363,MESH:D000140
DB09395,MESH:D000140
DB00148,MESH:D000140
DB00224,MESH:D000140
DB00544,MESH:D000140
DB00625,MESH:D000140
DB00668,MESH:D000140
DB00512,MESH:D000140
DB00822,MESH:D000140
DB00914,MESH:D000140
DB00635,MESH:D000140
DB00818,MESH:D000140
DB00503,MESH:D000140
DB00709,MESH:D000140
DB03066,MESH:D000140
DB00649,MESH:D000140
DB00898,MESH:D000140
DB00959,MESH:D000140
DB00238,MESH:D000140
DB01839,MESH:D000140
DB12765,MESH:D000140
DB01914,MESH:D000140
DB00900,MESH:D000140
DB01035,MESH:D000140
DB00331,MESH:D000140
DB01115,MESH:D000140
DB00811,MESH:D000140
DB00300,MESH:D000140
DB00316,MESH:D000140
DB00627,MESH:D000140
DB00531,MESH:D000141
DB01181,MESH:D000141
DB01099,MESH:D000141
DB00635,MESH:D000141
DB09154,MESH:D000141
DB14509,MESH:D000141
DB00244,MESH:D000141
DB00864,MESH:D000141
DB01356,MESH:D000141
DB00529,MESH:D000141
DB00428,MESH:D000141
DB01050,MESH:D000141
DB00273,MESH:D000141
DB00421,MESH:D000141
DB13366,MESH:D000141
DB01603,MESH:D000141
DB01028,MESH:D000141
DB00369,MESH:D000141
DB00594,MESH:D000141
DB00681,MESH:D000141
DB00928,MESH:D000141
DB08804,MESH:D000142
DB06718,MESH:D000142
DB01183,MESH:D000142
DB06412,MESH:D000142
DB13366,MESH:D000142
DB00652,MESH:D000142
DB00921,MESH:D000142
DB01541,MESH:D000142
DB00295,MESH:D000142
DB06778,MESH:D000142
DB00802,MESH:D000142
DB00813,MESH:D000142
DB00319,MESH:D000151
DB00294,MESH:D000152
DB01406,MESH:D000152
DB00977,MESH:D000152
DB00254,MESH:D000152
DB01234,MESH:D000152
DB12537,MESH:D000152
DB00744,MESH:D000152
DB00317,MESH:D000152
DB00210,MESH:D000152
DB00421,MESH:D000152
DB00755,MESH:D000152
DB00951,MESH:D000152
DB00982,MESH:D000152
DB04839,MESH:D000152
DB01190,MESH:D000152
DB00548,MESH:D000152
DB00860,MESH:D000152
DB00250,MESH:D000152
DB04836,MESH:D000152
DB00759,MESH:D000152
DB13083,MESH:D000152
DB00443,MESH:D000152
DB09123,MESH:D000152
DB00595,MESH:D000152
DB00199,MESH:D000152
DB00367,MESH:D000152
DB13981,MESH:D000152
DB09096,MESH:D000152
DB00717,MESH:D000152
DB00957,MESH:D000152
DB01017,MESH:D000152
DB00162,MESH:D000152
DB00798,MESH:D000160
DB01082,MESH:D000160
DB00540,MESH:D000160
DB01113,MESH:D000160
DB00994,MESH:D000160
DB00615,MESH:D000163
DB00503,MESH:D000163
DB00943,MESH:D000163
DB00224,MESH:D000163
DB00900,MESH:D000163
DB00822,MESH:D000163
DB00649,MESH:D000163
DB00787,MESH:D000163
DB00495,MESH:D000163
DB00738,MESH:D000163
DB00847,MESH:D000163
DB01033,MESH:D000169
DB00244,MESH:D000169
DB01593,MESH:D000169
DB01234,MESH:D000169
DB00853,MESH:D000169
DB11590,MESH:D000170
DB06791,MESH:D000172
DB00350,MESH:D000172
DB00104,MESH:D000172
DB01200,MESH:D000172
DB01065,MESH:D000172
DB00993,MESH:D000193
DB00635,MESH:D000193
DB01082,MESH:D000196
DB01598,MESH:D000196
DB06402,MESH:D000196
DB01356,MESH:D000208
DB00734,MESH:D000208
DB00564,MESH:D000208
DB00186,MESH:D000208
DB11397,MESH:D000208
DB00948,MESH:D000208
DB00313,MESH:D000208
DB11120,MESH:D000210
DB00399,MESH:D000210
DB00540,MESH:D000219
DB00295,MESH:D000219
DB01064,MESH:D000219
DB00571,MESH:D000219
DB00393,MESH:D000219
DB00321,MESH:D000219
DB00816,MESH:D000219
DB00564,MESH:D000219
DB00831,MESH:D000219
DB00687,MESH:D000224
DB00741,MESH:D000224
DB00993,MESH:D000230
DB08398,MESH:D000230
DB03843,MESH:D000230
DB02546,MESH:D000230
DB00435,MESH:D000230
DB00317,MESH:D000230
DB00428,MESH:D000230
DB00655,MESH:D000230
DB06724,MESH:D000230
DB00541,MESH:D000230
DB01005,MESH:D000230
DB00605,MESH:D000230
DB01645,MESH:D000230
DB00603,MESH:D000230
DB00291,MESH:D000230
DB13853,MESH:D000230
DB00882,MESH:D000230
DB01094,MESH:D000230
DB00563,MESH:D000230
DB00305,MESH:D000230
DB00482,MESH:D000230
DB00624,MESH:D000230
DB07232,MESH:D000230
DB01188,MESH:D000230
DB01229,MESH:D000230
DB06543,MESH:D000230
DB01380,MESH:D000230
DB03568,MESH:D000230
DB00945,MESH:D000230
DB00201,MESH:D000230
DB01248,MESH:D000230
DB02709,MESH:D000230
DB01420,MESH:D000230
DB11529,MESH:D000230
DB00328,MESH:D000230
DB01042,MESH:D000230
DB00531,MESH:D000230
DB00635,MESH:D000230
DB00958,MESH:D000230
DB01100,MESH:D000230
DB07706,MESH:D000230
DB01151,MESH:D000230
DB00499,MESH:D000230
DB11716,MESH:D000230
DB00526,MESH:D000230
DB00530,MESH:D000230
DB00675,MESH:D000230
DB05076,MESH:D000230
DB01169,MESH:D000230
DB08059,MESH:D000230
DB00977,MESH:D000230
DB00890,MESH:D000230
DB00694,MESH:D000230
DB01101,MESH:D000230
DB00313,MESH:D000230
DB00007,MESH:D000230
DB04655,MESH:D000230
DB00262,MESH:D000230
DB00815,MESH:D000230
DB00544,MESH:D000230
DB04743,MESH:D000230
DB01065,MESH:D000230
DB00255,MESH:D000230
DB00293,MESH:D000230
DB00951,MESH:D000230
DB00441,MESH:D000230
DB01217,MESH:D000230
DB00322,MESH:D000230
DB01050,MESH:D000230
DB00773,MESH:D000230
DB00762,MESH:D000230
DB06825,MESH:D000230
DB09153,MESH:D000230
DB00257,MESH:D000230
DB00183,MESH:D000230
DB00276,MESH:D000230
DB01030,MESH:D000230
DB08865,MESH:D000230
DB00396,MESH:D000230
DB01708,MESH:D000230
DB04066,MESH:D000230
DB00104,MESH:D000230
DB01174,MESH:D000230
DB00650,MESH:D000230
DB00269,MESH:D000230
DB12418,MESH:D000230
DB04827,MESH:D000230
DB01436,MESH:D000230
DB13182,MESH:D000230
DB00357,MESH:D000230
DB01181,MESH:D000230
DB00309,MESH:D000230
DB00851,MESH:D000230
DB05294,MESH:D000230
DB00860,MESH:D000230
DB00515,MESH:D000230
DB00783,MESH:D000230
DB00763,MESH:D000230
DB00997,MESH:D000230
DB00361,MESH:D000230
DB01168,MESH:D000230
DB00996,MESH:D000230
DB01174,MESH:D000231
DB00993,MESH:D000231
DB00763,MESH:D000236
DB01582,MESH:D000236
DB14513,MESH:D000236
DB06732,MESH:D000236
DB09350,MESH:D000236
DB00603,MESH:D000236
DB00712,MESH:D000236
DB00328,MESH:D000236
DB01200,MESH:D000236
DB14322,MESH:D000236
DB01174,MESH:D000236
DB12116,MESH:D000236
DB02709,MESH:D000236
DB11175,MESH:D000236
DB04630,MESH:D000236
DB08809,MESH:D000236
DB11082,MESH:D000236
DB02994,MESH:D000236
DB00842,MESH:D000236
DB00996,MESH:D000236
DB00927,MESH:D000236
DB08895,MESH:D000236
DB00605,MESH:D000236
DB03733,MESH:D000236
DB09276,MESH:D000236
DB04930,MESH:D000236
DB11152,MESH:D000236
DB00780,MESH:D000236
DB08398,MESH:D000236
DB01065,MESH:D000236
DB00753,MESH:D000236
DB00554,MESH:D000236
DB01406,MESH:D000236
DB00175,MESH:D000236
DB04827,MESH:D000236
DB01393,MESH:D000236
DB13178,MESH:D000236
DB00898,MESH:D000236
DB01234,MESH:D000236
DB00945,MESH:D000236
DB01759,MESH:D000236
